"AbsoluteTime","Phase","Step","Loop","Iteration","Change_count","Total_distance","Frequency","CPU_Usage","RSZ","SWAP","Cumul_pflts","Temperature","IO_Kbps"
1677435095155,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435096394,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435097635,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435098873,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435100111,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435101349,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435102594,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435103832,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435105071,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,78000,0
1677435106309,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435107546,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435108785,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435110022,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435111260,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435112500,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435113740,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435114978,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435116217,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435117455,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435118692,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435119931,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435121171,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435122408,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435123654,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435124891,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435126129,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435127366,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435128605,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435129842,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435131080,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435132321,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435133560,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435134798,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,77000,0
1677435136036,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435137275,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435138514,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435139752,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435140990,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435142229,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435143484,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435144722,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435145960,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435147197,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,77000,0
1677435148435,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435149672,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435150910,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435152146,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435153385,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435154623,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435155859,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435157100,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435158338,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435159576,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435160815,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435162052,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435163291,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435164530,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,78000,0
1677435165770,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,75000,0
1677435167009,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435168248,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435169492,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435170736,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,76000,0
1677435171976,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435173215,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435174455,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435175695,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435176933,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435178171,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435179409,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435180650,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435181891,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435183133,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435184372,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435185609,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435186847,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435188086,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435189324,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435190572,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435191811,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435193048,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,79000,0
1677435194304,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435195542,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435196781,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435198020,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435199257,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435200496,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435201733,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435202970,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,75000,0
1677435204208,*,*,*,*,*,*,*,93.8,1153.0m,8.5m,6071,77000,0
1677435205446,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435206683,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,80000,0
1677435207926,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435209163,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435210401,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435211638,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435212875,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435214114,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435215351,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435216591,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435217830,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,77000,0
1677435219067,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435220310,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435221552,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435222791,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435224029,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,79000,0
1677435225266,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435226503,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,73000,0
1677435227743,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435228980,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435230217,*,*,*,*,*,*,*,93.3,1153.0m,8.5m,6071,75000,0
1677435231473,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435232712,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435233949,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435235188,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,76000,0
1677435236425,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435237662,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435238899,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435240138,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,74000,0
1677435241376,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,77000,0
1677435242613,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,78000,0
1677435243850,*,*,*,*,*,*,*,100.0,1153.0m,8.5m,6071,71000,8302.74
1677435245104,*,*,*,*,*,*,*,100.0,641.0m,0.4m,6332,76000,28486.5
1677435246344,*,*,*,*,*,*,*,66.7,1458.8m,0.4m,6332,70000,259583
1677435247586,*,*,*,*,*,*,*,100.0,1758.8m,0.4m,6332,76000,0
1677435248823,*,*,*,*,*,*,*,100.0,1758.8m,0.4m,6332,76000,0
1677435250061,*,*,*,*,*,*,*,100.0,1758.8m,0.4m,6332,76000,172275
1677435251298,*,*,*,*,*,*,*,37.5,1571.8m,7.4m,6332,61000,91115.6
1677435252537,*,*,*,*,*,*,*,26.7,1692.2m,100.1m,6332,60000,52786.6
1677435253775,*,*,*,*,*,*,*,100.0,1758.8m,152.2m,6332,76000,0
1677435255014,*,*,*,*,*,*,*,100.0,1758.8m,165.8m,6332,75000,0
1677435256251,*,*,*,*,*,*,*,100.0,1758.8m,181.6m,6332,76000,201639
1677435257497,*,*,*,*,*,*,*,26.7,1578.6m,201.4m,6332,60000,98797.7
1677435258745,*,*,*,*,*,*,*,26.7,1708.7m,276.1m,6332,61000,40644.2
1677435259984,*,*,*,*,*,*,*,100.0,1758.8m,290.5m,6332,75000,0
1677435261221,*,*,*,*,*,*,*,100.0,1758.8m,296.0m,6332,76000,0
1677435262459,*,*,*,*,*,*,*,100.0,1758.8m,314.8m,6332,75000,61305.1
1677435263697,*,*,*,*,*,*,*,40.0,1332.1m,244.3m,8774,62000,212365
1677435264936,*,*,*,*,*,*,*,80.0,1597.3m,192.1m,10k,67000,129731
1677435266174,*,*,*,*,*,*,*,100.0,1758.8m,192.1m,10k,75000,0
1677435267412,*,*,*,*,*,*,*,100.0,1758.8m,192.1m,10k,75000,0
1677435268650,*,*,*,*,*,*,*,100.0,1758.8m,192.1m,10k,76000,315143
1677435269888,*,*,*,*,*,*,*,86.7,1758.2m,192.1m,10k,70000,0
1677435271126,*,*,*,*,*,*,*,100.0,1758.8m,192.1m,10k,75000,0
1677435272363,*,*,*,*,*,*,*,100.0,1758.8m,192.1m,10k,75000,0
1677435273600,*,*,*,*,*,*,*,100.0,1356.9m,208.5m,10k,68000,356625
1677435274838,*,*,*,*,*,*,*,100.0,1758.8m,219.8m,10k,75000,0
1677435276076,*,*,*,*,*,*,*,93.3,1758.8m,271.3m,10k,76000,0
1677435277314,*,*,*,*,*,*,*,100.0,1758.8m,323.8m,10k,75000,6562.42
1677435278551,*,*,*,*,*,*,*,40.0,1332.1m,342.9m,11k,60000,80270.9
1677435279792,*,*,*,*,*,*,*,20.0,768.9m,212.8m,14k,59000,70918.2
1677435281055,*,*,*,*,*,*,*,20.0,768.9m,124.1m,17k,57000,70128.9
1677435282297,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,74000,0
1677435283535,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,76000,0
1677435284773,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,75000,0
1677435286011,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,76000,0
1677435287247,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,75000,0
1677435288484,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,75000,0
1677435289721,*,*,*,*,*,*,*,93.3,768.9m,50.0m,19k,75000,0
1677435290958,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,77000,0
1677435292196,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,76000,0
1677435293432,*,*,*,*,*,*,*,100.0,768.9m,50.0m,19k,76000,0
1677435294669,*,*,*,*,*,*,*,100.0,1306.6m,49.9m,19k,78000,0
1677435295907,*,*,*,*,*,*,*,100.0,1306.6m,60.0m,19k,78000,2435.79
1677435297146,*,*,*,*,*,*,*,20.0,1306.6m,160.4m,20k,59000,50901.1
1677435298388,*,*,*,*,*,*,*,13.3,1306.6m,160.3m,22k,57000,38164.9
1677435299628,*,*,*,*,*,*,*,13.3,1306.6m,160.3m,23k,59000,29932.3
1677435300868,*,*,*,*,*,*,*,100.0,1306.6m,159.7m,24k,75000,0
1677435302107,*,*,*,*,*,*,*,93.8,1306.6m,159.7m,24k,76000,0
1677435303347,*,*,*,*,*,*,*,100.0,1306.6m,159.7m,24k,74000,0
1677435304584,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435305822,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435307061,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435308299,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435309537,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,76000,0
1677435310775,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435312013,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435313251,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435314496,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435315733,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435316972,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435318209,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435319446,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435320682,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435321921,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435323158,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,75000,0
1677435324419,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435325657,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435326895,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435328131,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435329369,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435330608,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,77000,0
1677435331845,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435333082,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,80000,0
1677435334323,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435335567,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435336806,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435338045,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435339282,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435340519,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435341757,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435342995,*,*,*,*,*,*,*,87.5,1306.6m,161.5m,24k,84000,0
1677435344242,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435345479,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435346716,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435347953,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435349191,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435350431,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435351669,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435352906,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,76000,0
1677435354147,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435355385,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435356623,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435357860,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435359098,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435360336,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435361574,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,76000,0
1677435362820,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435364063,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435365301,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435366541,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435367778,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,77000,0
1677435369019,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435370264,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435371504,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,80000,0
1677435372748,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435373986,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435375224,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435376461,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435377700,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435378940,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435380178,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435381417,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435382653,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435383891,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435385130,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435386369,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435387607,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435388845,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435390084,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435391321,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435392559,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435393798,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,76000,0
1677435395036,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435396274,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435397511,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435398749,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,79000,0
1677435400006,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,76000,0
1677435401243,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435402480,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435403718,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435404956,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435406195,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435407432,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435408669,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435409911,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435411147,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435412386,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435413624,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435414863,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435416101,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435417338,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435418576,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,81000,0
1677435419820,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435421058,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435422297,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435423535,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435424774,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435426012,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435427249,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435428487,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,76000,0
1677435429725,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435430967,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435432205,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435433442,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435434681,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435435920,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435437164,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435438404,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435439643,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435440883,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435442121,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435443359,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435444598,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435445836,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435447076,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435448319,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435449559,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435450796,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435452034,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435453270,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435454511,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435455752,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435456991,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435458230,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435459468,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435460705,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435461944,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435463182,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435464420,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,75000,0
1677435465657,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435466897,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435468135,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435469372,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435470610,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435471848,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435473084,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435474321,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435475558,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435476796,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435478034,*,*,*,*,*,*,*,93.3,1306.6m,161.5m,24k,77000,0
1677435479271,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435480508,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,77000,0
1677435481747,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435482987,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435484225,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,74000,0
1677435485483,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
1677435486721,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,76000,0
1677435487959,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435489198,*,*,*,*,*,*,*,93.8,1306.6m,161.5m,24k,77000,0
1677435490435,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435491674,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,77000,0
1677435492911,*,*,*,*,*,*,*,100.0,1306.6m,161.5m,24k,78000,0
